document_tone	sentences_tone
{'tones': []}	
{'tones': [{'score': 0.838328, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	
{'tones': [{'score': 0.537482, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.784492, 'tone_id': 'anger', 'tone_name': 'Anger'}]}	
{'tones': [{'score': 0.586185, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.667461, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.544807, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.95748, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.656501, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.966573, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.818552, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'USER_MENTION really want must teach people using medium types.for', 'tones': [{'score': 0.569623, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'itneeded use film ke chief religious people obeys.teach', 'tones': [{'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'ne take', 'tones': []}]
{'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.534595, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.887937, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.726346, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.717802, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.933626, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	[{'sentence_id': 0, 'text': 'friend lockdown covid19 time please get depressed family problems.first', 'tones': [{'score': 0.917958, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'hand please speak close friend relations.dontever', 'tones': []}, {'sentence_id': 2, 'text': 'take wrong suicidal decision URL important.please', 'tones': [{'score': 0.780328, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'stay take care depression', 'tones': [{'score': 0.909439, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]
{'tones': [{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.775576, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.947969, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.927447, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	[{'sentence_id': 0, 'text': 'dear USER_MENTION spike covid case believe govt implement complete lockdown safeguard health.please', 'tones': [{'score': 0.71364, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.65274, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'consider thank', 'tones': [{'score': 0.652349, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.703262, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	[{'sentence_id': 0, 'text': 'india contribution million global vaccination alliance USER_MENTION help immunisation children.when', 'tones': []}, {'sentence_id': 1, 'text': 'covid19 vaccine developed india gavi meet global demand USER_MENTION USER_MENTION USER_MENTION USER_MENTION URL via USER_MENTION', 'tones': [{'score': 0.666667, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]
{'tones': [{'score': 0.66991, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.668308, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.597621, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.697099, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.593482, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.845751, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.560181, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.578661, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.72436, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.668818, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.633531, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.834851, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.820071, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.689123, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.703202, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.634825, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.656457, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.7584, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.85365, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.535905, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.524198, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.592138, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.697166, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.693075, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.852209, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.55342, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.528788, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	
{'tones': [{'score': 0.617324, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.652232, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.884138, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	[{'sentence_id': 0, 'text': 'thanks lot mam giving important guide lines.corona', 'tones': [{'score': 0.76992, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'u ran away', 'tones': [{'score': 0.504874, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]
{'tones': [{'score': 0.568262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.757369, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.575661, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.717072, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.883574, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'covid_19 case tamilnadu today spiked fom yday rise inchennai is1487 total case tn rose chennai cured23409 cases18828.further', 'tones': [{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'spike feared coming day', 'tones': [{'score': 0.903404, 'tone_id': 'fear', 'tone_name': 'Fear'}]}]
{'tones': [{'score': 0.982611, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.874083, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	[{'sentence_id': 0, 'text': 'odisha govt doesnt even know issue notice instead clarifying simple thing making much complicated.cant', 'tones': [{'score': 0.985098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'decide simple thing u professional student corona proof ya fir testing kit', 'tones': [{'score': 0.655118, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]
{'tones': [{'score': 0.561956, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.601046, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	[{'sentence_id': 0, 'text': 'USER_MENTION hello sir want request give direction private aided school collect fee least term given situation covid19 parent like who monthly earnings come less.please', 'tones': [{'score': 0.605336, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'consider needful', 'tones': [{'score': 0.994057, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': [{'score': 0.559715, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.705441, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.571959, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.776812, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.702818, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.972482, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.698156, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	[{'sentence_id': 0, 'text': 'release overall result survey impact lockdown citymakers across country delve discussing citywise findings.we', 'tones': [{'score': 0.911762, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'begin tomorrow focus delhi register webpolicytalk URL', 'tones': [{'score': 0.595235, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': []}	
{'tones': [{'score': 0.717826, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.531235, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.85103, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.844741, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'region eithiopia comfirms case covid19.the', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'highest single day brings total also highest among regional state USER_MENTION patient identified dewale travel history djibouti', 'tones': [{'score': 0.564554, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.641954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': [{'score': 0.72839, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.916118, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.788671, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.71572, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	[{'sentence_id': 0, 'text': 'opinion one way imbroglio.lock', 'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'five six chennai ahmedabad completly proper notice let part country live treat get rid pandemic', 'tones': [{'score': 0.635197, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': [{'score': 0.901202, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.7664, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.564517, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.636684, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.9043, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.998976, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.824429, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.680321, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.771786, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.696954, 'tone_id': 'anger', 'tone_name': 'Anger'}]}	
{'tones': [{'score': 0.890188, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.627323, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.767592, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.58792, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	
{'tones': [{'score': 0.639388, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.593511, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.839221, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.78841, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.747994, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.735409, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.747994, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.604279, 'tone_id': 'anger', 'tone_name': 'Anger'}]}	
{'tones': [{'score': 0.676591, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.77467, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.562568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.924432, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	[{'sentence_id': 0, 'text': 'earning lockdown electronics product arrived visit URL sign using refferal get vocal product platform start earning USER_MENTION asort.women', 'tones': [{'score': 0.828638, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'asort.preneurs', 'tones': []}, {'sentence_id': 2, 'text': 'URL', 'tones': []}]
{'tones': [{'score': 0.546396, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.500704, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.628968, 'tone_id': 'anger', 'tone_name': 'Anger'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.504875, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.598384, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.657517, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.647801, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.502228, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.937816, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.687102, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.724317, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.605671, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.784166, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.774691, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.816764, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.832528, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.829672, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.780886, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.654923, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.740925, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.696427, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.817737, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.932262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	[{'sentence_id': 0, 'text': 'lockdown given environment chance heal.this', 'tones': [{'score': 0.550519, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'world environment day pledge make sustainable choice save environment rethink way life lockdown ends.ultroniq', 'tones': [{'score': 0.623006, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.934829, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'engineering consultant wish everyone happy world environment day', 'tones': [{'score': 0.85703, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]
{'tones': [{'score': 0.53614, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.827997, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.69872, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.952176, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.742746, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.592935, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.915488, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.895883, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'lg constitutional post please dont indulge dirty politics.corona', 'tones': []}, {'sentence_id': 1, 'text': 'patient state never come delhi treatment seems intention divert issue.patients', 'tones': [{'score': 0.580257, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'serious problem always come delhi higher treatment', 'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.967339, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]
{'tones': [{'score': 0.567034, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.779757, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.701592, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.631328, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.588596, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.777256, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.691505, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.734202, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.850826, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.717625, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.806305, 'tone_id': 'anger', 'tone_name': 'Anger'}]}	
{'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.621191, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.899367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.502274, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.866996, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.619138, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.845297, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.790534, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.659703, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.939116, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.714733, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.890188, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.773607, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.802462, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.523583, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.778006, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.588595, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.761579, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	[{'sentence_id': 0, 'text': 'USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION arfa kindly disturb peace india putting status.why', 'tones': [{'score': 0.764993, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'compare george.floyd', 'tones': [{'score': 0.991736, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'incident indian migrant suffering due lockdown responsible citizen', 'tones': [{'score': 0.777939, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.520104, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.747994, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
